Date,APD,25P,75P,MPD,Adherence3,Adherence6,Adherence12,Location,50P
5/13/2020,0.3375,0,1,4,0.995486111,0.981944444,0.953819444,Stillwell Ave @ 86 St,1
5/27/2020,0.679166667,0,1,7,0.986636905,0.961994048,0.91640873,Stillwell Ave @ 86 St,1
6/18/2020,0.807127883,0,1,6,0.966037736,0.931865828,0.898742138,Stillwell Ave @ 86 St,1
6/24/2020,0.377142857,0,1,3,0.982857143,0.966666667,0.941904762,Stillwell Ave @ 86 St,1
7/16/2020,0.414583333,0,1,6,0.987291667,0.960763889,0.944027778,Stillwell Ave @ 86 St,1
7/30/2020,0.76875,0,1,7,0.983789683,0.942867063,0.894722222,Stillwell Ave @ 86 St,1
8/13/2020,0.322916667,0,0,5,0.992638889,0.972291667,0.960625,Stillwell Ave @ 86 St,0
8/27/2020,0.314583333,0,0,6,0.989930556,0.973819444,0.969236111,Stillwell Ave @ 86 St,0
9/24/2020,0.935416667,0,1,6,0.97375,0.920625,0.87125,Stillwell Ave @ 86 St,1
10/8/2020,0.3375,0,0,4,0.984027778,0.959722222,0.951388889,Stillwell Ave @ 86 St,0
10/22/2020,0.904166667,0,1,6,0.979722222,0.951527778,0.904375,Stillwell Ave @ 86 St,1
5/13/2020,4.875,3,6,11,0.945814544,0.806304113,0.562659331,St Nicolas Ave @ 181 St,3
5/27/2020,6.991666667,5,9,15,0.955152752,0.827115269,0.580864714,St Nicolas Ave @ 181 St,4
6/18/2020,6.65408805,5,8,15,0.967233605,0.85557615,0.609892006,St Nicolas Ave @ 181 St,3
6/24/2020,3.91875,2,5,14,0.968562017,0.868099817,0.686708766,St Nicolas Ave @ 181 St,3
7/16/2020,4.383333333,3,6,13,0.962745091,0.825449689,0.602882314,St Nicolas Ave @ 181 St,3
7/30/2020,5.6125,4,8,14,0.972344623,0.853293235,0.605480422,St Nicolas Ave @ 181 St,4
8/13/2020,6.335416667,4,8,14,0.966077221,0.851615942,0.575500657,St Nicolas Ave @ 181 St,4
8/27/2020,5.814583333,4,7,17,0.964575342,0.844398702,0.582476504,St Nicolas Ave @ 181 St,3
9/10/2020,5.258333333,3,7,15,0.967254031,0.848182338,0.60120656,St Nicolas Ave @ 181 St,4
9/24/2020,5.852083333,4,8,14,0.966911422,0.863820739,0.647606433,St Nicolas Ave @ 181 St,4
10/8/2020,2.240083507,0,3,11,0.9708824,0.878291414,0.732754777,St Nicolas Ave @ 181 St,3
10/22/2020,5.533333333,4,7,15,0.963151582,0.826033561,0.548228808,St Nicolas Ave @ 181 St,3
5/13/2020,3.8625,2,5,10,0.955830026,0.840009921,0.633526786,St Nicholas Ave @ 125 St,3
5/27/2020,4.6375,3,6,12,0.966210317,0.870800715,0.689738757,St Nicholas Ave @ 125 St,3
6/18/2020,5.289308176,4,7,14,0.960065883,0.84335719,0.650342983,St Nicholas Ave @ 125 St,3
6/24/2020,4.675,3,6,13,0.959729113,0.839664676,0.641502745,St Nicholas Ave @ 125 St,3
7/16/2020,5.285416667,3,7,16,0.964893954,0.864695241,0.680713684,St Nicholas Ave @ 125 St,4
8/13/2020,8.5625,6,11,17,0.971669761,0.898589796,0.734092731,St Nicholas Ave @ 125 St,5
8/27/2020,6.25,4,8,15,0.960817759,0.86132474,0.694699872,St Nicholas Ave @ 125 St,4
9/24/2020,6.875,5,8,16,0.961415905,0.867084611,0.680954861,St Nicholas Ave @ 125 St,3
10/8/2020,3.08125,1,5,13,0.97133436,0.887475522,0.748267589,St Nicholas Ave @ 125 St,4
10/22/2020,7.989583333,6,10,17,0.96602898,0.883535882,0.713677227,St Nicholas Ave @ 125 St,4
5/13/2020,0.109859155,0,0,3,0.990610329,0.989671362,0.985915493,Van Dam St @ 48 Ave,0
5/27/2020,0.385416667,0,1,4,0.997569444,0.994791667,0.981597222,Van Dam St @ 48 Ave,1
6/18/2020,0.278825996,0,0,3,0.995807128,0.986722572,0.980433263,Van Dam St @ 48 Ave,0
6/24/2020,0.133333333,0,0,3,0.993055556,0.989583333,0.989583333,Van Dam St @ 48 Ave,0
7/16/2020,0.1875,0,0,3,0.990972222,0.988888889,0.982638889,Van Dam St @ 48 Ave,0
7/30/2020,0.188571429,0,0,3,1,0.996190476,0.99047619,Van Dam St @ 48 Ave,0
8/13/2020,0.339583333,0,1,3,1,0.978472222,0.968055556,Van Dam St @ 48 Ave,1
8/27/2020,0.304166667,0,0,4,0.984375,0.978819444,0.974652778,Van Dam St @ 48 Ave,0
9/24/2020,0.252083333,0,0,4,0.989236111,0.978125,0.972916667,Van Dam St @ 48 Ave,0
10/8/2020,0.252083333,0,0,3,0.995138889,0.994444444,0.979166667,Van Dam St @ 48 Ave,0
10/22/2020,0.177083333,0,0,3,0.986111111,0.982638889,0.977083333,Van Dam St @ 48 Ave,0
4/2/2020,0.741666667,0,1,7,0.983333333,0.965902778,0.935674603,Water St @ Whitehall,1
4/15/2020,0.517615176,0,1,8,0.978906956,0.96269196,0.946999613,Water St @ Whitehall,1
5/13/2020,0.84679089,0,1,7,0.956837228,0.927210884,0.897318348,Water St @ Whitehall,1
5/27/2020,1.082815735,0,2,10,0.94889579,0.892378981,0.839717046,Water St @ Whitehall,2
6/18/2020,0.566037736,0,1,5,0.988259958,0.968134172,0.952131377,Water St @ Whitehall,1
6/24/2020,0.577083333,0,1,5,0.989722222,0.965,0.938680556,Water St @ Whitehall,1
7/16/2020,0.46875,0,1,5,0.989305556,0.981805556,0.964583333,Water St @ Whitehall,1
7/30/2020,0.433333333,0,1,6,0.980833333,0.960763889,0.954166667,Water St @ Whitehall,1
8/13/2020,0.96875,0,1,7,0.979553571,0.964811508,0.911388889,Water St @ Whitehall,1
8/27/2020,0.495833333,0,1,5,0.992708333,0.981388889,0.960486111,Water St @ Whitehall,1
9/10/2020,0.966666667,0,2,6,0.966944444,0.941597222,0.914305556,Water St @ Whitehall,2
9/24/2020,1.689583333,1,2,7,0.980416667,0.945625,0.888869048,Water St @ Whitehall,1
10/8/2020,0.6125,0,1,6,0.964513889,0.943194444,0.919583333,Water St @ Whitehall,1
10/22/2020,3.38125,2,5,13,0.968299363,0.859376168,0.688399494,Water St @ Whitehall,3
4/15/2020,1.9130434782608696,1,3,7,0.853394355453852,0.853394355453852,0.853394355453852,6 Ave @ 34 St
5/13/2020,1.3417378620545948,0,2,9,0.9062608943000692,0.9062608943000692,0.9062608943000692,6 Ave @ 34 St
5/27/2020,2.064375,0,3,12,0.8251606842231842,0.8251606842231842,0.8251606842231842,6 Ave @ 34 St
6/18/2020,2.196875668735288,0,4,13,0.8359778046809933,0.8359778046809933,0.8359778046809933,6 Ave @ 34 St
6/24/2020,1.361574074074074,0,2,9,0.8823726851851852,0.8823726851851852,0.8823726851851852,6 Ave @ 34 St
7/16/2020,1.6472222222222221,0,3,9,0.890284942680776,0.890284942680776,0.890284942680776,6 Ave @ 34 St
7/30/2020,1.9326388888888888,0.75,3,11,0.8822736291486292,0.8822736291486292,0.8822736291486292,6 Ave @ 34 St
8/13/2020,1.714682723483094,0,3,12,0.8822290428937024,0.8822290428937024,0.8822290428937024,6 Ave @ 34 St
8/27/2020,1.7474537037037037,0,3,16,0.8935729304132082,0.8935729304132082,0.8935729304132082,6 Ave @ 34 St
9/10/2020,2.411061285500747,0,4,16,0.8002250149783782,0.8002250149783782,0.8002250149783782,6 Ave @ 34 St
9/24/2020,2.9610416666666666,1,4,20,0.8446390974866207,0.8446390974866207,0.8446390974866207,6 Ave @ 34 St
10/8/2020,0.8988002086593636,0,1,8,0.8939377002757285,0.8939377002757285,0.8939377002757285,6 Ave @ 34 St
10/22/2020,2.1609375,1,3,13,0.7439170782920783,0.7439170782920783,0.7439170782920783,6 Ave @ 34 St
11/5/2020,1.3044112539076067,0,1,20,0.9327745981214033,0.9327745981214033,0.9327745981214033,6 Ave @ 34 St
11/19/2020,1.3336351973435967,0,1,20,0.9211889362784862,0.9211889362784862,0.9211889362784862,6 Ave @ 34 St
12/3/2020,1.5108604527093972,0,2,20,0.8914287157274612,0.8914287157274612,0.8914287157274612,6 Ave @ 34 St
1/7/2021,0.6422317954419122,0,1,10,0.9458682954375005,0.9458682954375005,0.9458682954375005,6 Ave @ 34 St
1/21/2021,1.0860618700034759,0,2,11,0.9097330773347457,0.9097330773347457,0.9097330773347457,6 Ave @ 34 St
2/4/2021,0.3827083333333333,0,0,9,0.9600219907407408,0.9600219907407408,0.9600219907407408,6 Ave @ 34 St
2/18/2021,0.3591524835012157,0,0,6,0.9624360310292925,0.9624360310292925,0.9624360310292925,6 Ave @ 34 St
